Ward,SchoolID,DeptID,SchoolShortName,SchoolLongName,GradeCat,CPSPositions,CTUMembers,CTUNetwork,Address,City,State,Zip
46,610394,26861,UPLIFT HS,Uplift Community High School,HS,48,30,014,900 W WILSON AVE,Chicago,Illinois,60640
46,610363,29401,DISNEY,Walt Disney Magnet Elementary School,ES,137,112,02B,4140 N MARINE DR,Chicago,Illinois,60613
46,610355,30141,COURTENAY,Mary E Courtenay Elementary Language Arts Center,ES,68,38,02B,4420 N BEACON ST,Chicago,Illinois,60640
46,400141,66625,YCCS - TRUMAN,YCCS-Truman Middle College HS,HS,0,0,,1145 W WILSON AVE,Chicago,Illinois,60640
47,609799,22231,BELL,Alexander Graham Bell Elementary School,ES,92,72,04A,3730 N OAKLEY AVE,Chicago,Illinois,60618
47,609866,22821,COONLEY,John C Coonley Elementary School,ES,88,63,02B,4046 N LEAVITT ST,Chicago,Illinois,60618
47,609963,23501,HAMILTON,Alexander Hamilton Elementary School,ES,51,40,04C,1650 W CORNELIA AVE,Chicago,Illinois,60657
47,610070,24471,MCPHERSON,James B McPherson Elementary School,ES,109,61,02B,4728 N WOLCOTT AVE,Chicago,Illinois,60640
47,610141,25061,RAVENSWOOD,Ravenswood Elementary School,ES,54,45,02B,4332 N PAULINA ST,Chicago,Illinois,60613
47,610220,25781,WATERS,Thomas J Waters Elementary School,ES,58,41,02B,4540 N CAMPBELL AVE,Chicago,Illinois,60625
47,609719,46211,LAKE VIEW HS,Lake View High School,HS,166,125,014,4015 N ASHLAND AVE,Chicago,Illinois,60613
47,609720,46221,LANE TECH HS,Albert G Lane Technical High School,HS,350,279,014,2501 W ADDISON ST,Chicago,Illinois,60618
47,610402,46521,DEVRY HS,DeVry University Advantage Academy HS,HS,14,13,04A,1900 W LAWRENCE AVE,Chicago,Illinois,60640
48,609945,23371,GOUDY,William C. Goudy Technology Academy,ES,68,53,02B,5120 N WINTHROP AVE,Chicago,Illinois,60640
48,609976,23621,HAYT,Stephen K Hayt Elementary School,ES,91,70,02A,1518 W GRANVILLE AVE,Chicago,Illinois,60660
48,610122,24891,PEIRCE,Helen Peirce International Studies ES,ES,109,88,02B,1423 W BRYN MAWR AVE,Chicago,Illinois,60660
48,610196,25571,SWIFT,George B Swift Elementary Specialty School,ES,75,51,02A,5900 N WINTHROP AVE,Chicago,Illinois,60660
48,609730,47061,SENN HS,Nicholas Senn High School,HS,164,121,014,5900 N GLENWOOD AVE,Chicago,Illinois,60660
49,610284,22071,NEW FIELD,New Field Elementary School,ES,76,52,02A,1707 W MORSE AVE,Chicago,Illinois,60626
49,609865,22811,JORDAN,Jordan Elementary Community School,ES,63,42,02A,7414 N WOLCOTT AVE,Chicago,Illinois,60626
49,609918,23211,FIELD,Eugene Field Elementary School,ES,21,14,02A,7019 N ASHLAND AVE,Chicago,Illinois,60626
49,610022,24021,KILMER,Joyce Kilmer Elementary School,ES,104,66,02A,6700 N GREENVIEW AVE,Chicago,Illinois,60626
49,609933,31081,GALE,Stephen F Gale Elementary Community Academy,ES,56,28,02A,1631 W JONQUIL TER,Chicago,Illinois,60626
49,609733,46301,SULLIVAN HS,Roger C Sullivan High School,HS,90,59,014,6631 N BOSWORTH AVE,Chicago,Illinois,60626
49,400121,66134,ACERO - DE LA CRUZ,Acero Charter Schools - Sor Juana In├⌐s de la Cruz,ES,0,62,CTUA1,7416 N RIDGE AVE,Chicago,Illinois,60645
49,400035,66281,CHICAGO MATH & SCIENCE HS,Chicago Math and Science Academy Charter School,HS,2,0,,7212 N CLARK ST,Chicago,Illinois,60626
50,609779,22081,ARMSTRONG G,George Armstrong International Studies ES,ES,118,93,02A,2110 W GREENLEAF AVE,Chicago,Illinois,60645
50,609804,22271,BOONE,Daniel Boone Elementary School,ES,86,65,02A,6710 N WASHTENAW AVE,Chicago,Illinois,60645
50,610542,22381,WEST RIDGE,West Ridge Elementary School,ES,84,54,02A,6700 N WHIPPLE ST,Chicago,Illinois,60645
50,609859,22751,CLINTON,DeWitt Clinton Elementary School,ES,95,81,02A,6110 N FAIRFIELD AVE,Chicago,Illinois,60659
50,610011,23931,JAMIESON,Minnie Mars Jamieson Elementary School,ES,84,70,02B,5650 N MOZART ST,Chicago,Illinois,60659
50,610147,25141,ROGERS,Philip Rogers Elementary School,ES,86,64,02A,7345 N WASHTENAW AVE,Chicago,Illinois,60645
50,609880,29031,DECATUR,Stephen Decatur Classical Elementary School,ES,33,22,02A,7030 N SACRAMENTO AVE,Chicago,Illinois,60645
50,610191,29291,STONE,Stone Elementary Scholastic Academy,ES,56,50,02A,6239 N LEAVITT ST,Chicago,Illinois,60659
